,İlan Başlığı,Semt,Mahalle,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
524,GÜLTEPEDE ÇİFT BALKONLU KISA KATLI BİNADA SATILIK 2+1 DAİRE, Küçükçekmece, Gültepe Mahallesi,2+1,20,5,2. Kat,90,1,0,KombiDoğalgaz,550000
525,VADİSTANBUL TERAS SİTESİNDE 3+1 SATILIK DAİRE ORMAN MANZARALI, Sarıyer, Ayazağa Mahallesi,3+1,5-10,10,5. Kat,170,2,0,MerkeziDoğalgaz,4500000
526,POİNT'DEN SULTAN MURAT MH. SATILIK ÖN CEPHE 2+1 DAİREE, Küçükçekmece, Sultan Murat Mahallesi,2+1,4,3,1. Kat,110,1,0,KombiDoğalgaz,560000
527,POİNT'DEN YEŞİLOVA MH.SATILIK ÖN CEPHE 2+1YÜKSEK GİRİŞ DAİRE!, Küçükçekmece, Yeşilova Mahallesi,2+1,2,4,Yüksek Giriş,90,1,0,KombiDoğalgaz,490000
528,ŞEREF EMLAK KARLITEPE MAH.5+2BUTİK SİTE OTOPARKLI SATILIK DUBLEX, Gaziosmanpaşa, Karlıtepe Mahallesi,5+2,0,5,Çatı Dubleks,200,2,0,MerkeziDoğalgaz,1350000
529, SİMA YAPI'DAN MERKEZİ KONUMDA 3+1 ŞIK VE FERAH SATILIK ARA KAT, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,4,1. Kat,110,1,0,KombiDoğalgaz,375000
530, HAYGRUP SATIŞOFİSİ HAYPARK SİTESİ 10M2 BALKONLU KOMİSYONSUZ 2+1, Çekmeköy, Taşdelen Mahallesi,2+1,0,13,12. Kat,105,2,0,KombiDoğalgaz,739000
531, HATUN GAYRİMENKUL ÇAMÇEŞMEDE 2+1 SATILIK SIFIR DAİRE MANZARALI, Pendik, Çamçeşme Mahallesi,2+1,0,8,7. Kat,90,1,0,KombiDoğalgaz,575000
532,Pama'dan Güzel Konumda 1.Sınıf İşçilik Satılık 2+1 Fırsat Daire, Tuzla, Aydınlı Mahallesi,2+1,0,7,6. Kat,95,1,0,Merkezi(PayÖlçer),399000
533, MARİN İNŞAAT'TAN METROBÜSE YAKIN YATIRIM İÇİN BİRE BİR DAİRELER!, Esenyurt, Saadetdere Mahallesi,3+1,1,6,2. Kat,130,2,0,KombiDoğalgaz,192000
534," BAHÇELİEVLER SOĞANLI MAH FULL YAPILI 2+1-3, KAT DAİRE", Bahçelievler, Soğanlı Mahallesi,2+1,4,5,3. Kat,90,1,0,KombiDoğalgaz,685000
535, AKBAYIRLAR'DAN HÜRRİYET'TE İSKANLI EBEVEYNLİ K.OTOPARKLI LÜX 3+2, Kartal, Hürriyet Mahallesi,3+2,0,5,Çatı Dubleks,230,3,0,KombiDoğalgaz,1079000
536,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 1+1 60 M2 SATILIK, Çekmeköy, Cumhuriyet Mahallesi,1+1,0,10,7. Kat,60,1,0,Merkezi(PayÖlçer),370000
537,ÇEKMEKÖY ZİN D DIAMOND SİTESİNDE 2+1 78 M2 SATILIK zind diamond, Çekmeköy, Cumhuriyet Mahallesi,2+1,0,10,4. Kat,78,2,0,Merkezi(PayÖlçer),589000
538,KIZ KULESİNE KOMŞU SALACAK'TA 4+1 SIFIR DUBLEX FIRSAT DAİRE, Üsküdar, Salacak Mahallesi,4+1,0,4,4. Kat,225,2,0,KombiDoğalgaz,4250000
539,SUADİYE SAHİLDE SATILIK DENİZ MANZARALI BALKONLU TERASLI 4+1, Kadıköy, Suadiye Mahallesi,4+1,0,15,10-20. Kat,200,2,0,KombiDoğalgaz,6000000
540, E/5 ŞE YAKIN SATILIKI DUBLEX , Maltepe, Altayçeşme Mahallesi,4+1,11-20,5,5. Kat,170,2,0,KombiDoğalgaz,1000000
541, HAYGRUP SATIŞOFİSİNDEN HAYPARK SİTESİ KOMİSYONSUZ 3+1 DAİRE, Çekmeköy, Taşdelen Mahallesi,3+1,0,13,2. Kat,130,2,0,KombiDoğalgaz,839000
542," BAHÇELİEVLER SOĞANLI MAH CADDE ÜSTÜ-170,M2-3+1-1,KAT DAİRE", Bahçelievler, Soğanlı Mahallesi,3+1,20,5,1. Kat,190,2,0,KombiDoğalgaz,620000
543, AKBAYIRLAR'DAN HÜRRİYET'TE KATTA TEK İSKANLI ARA KATTA LÜX 2+1, Kartal, Hürriyet Mahallesi,2+1,3,6,2. Kat,100,1,0,KombiDoğalgaz,449000
544, SULTANBEYLİ MİMAR SİNAN MAH. SİTE İÇİ 3+1 ULTRA LÜKS DAİRE, Sultanbeyli, Mimar Sinan Mahallesi,3+1,0,5,1. Kat,111,2,1,KombiDoğalgaz,700000
545,SULTANÇİFLİĞİ MAH'DE CADDEYE YAKIN SATILIK 115M2 3+1 1.KAT, Sultangazi, Sultançiftliği Mahallesi,3+1,0,5,1. Kat,130,4,0,KombiDoğalgaz,750000
546,SULTANÇİFLİĞİ MAH'DE TRAMYAVA CEPHE SATILIK 230M2 6+2 DUBLEX, Sultangazi, Sultançiftliği Mahallesi,6+2,0,5,3. Kat,250,4,0,KombiDoğalgaz,1150000
547,Sahibinden  SAHİBİNDEN KAT MÜLKİYETLİ YENİ BİNADA 2+1 DAİRE, Şişli, Gülbahar Mahallesi,2+1,4,4,3. Kat,80,1,0,KombiDoğalgaz,695000
548, Eyüp Merkez Mh. Silahtarağa Caddesi üzerinde 3+1 SATILIK DAİRE, Eyüpsultan, Merkez Mahallesi,3+1,5-10,5,4. Kat,160,2,0,KombiDoğalgaz,2380000
549,منزل للبيع بشاك شهير في مجمع اغا ؤغلو 3+1, Başakşehir, Ziya Gökalp Mahallesi,3+1,5-10,30,23. Kat,170,2,0,Merkezi(PayÖlçer),2100000
550, ESKİ HABİBLER MAH.'DE 5+2 169 M2 TOPRAKTAN SATILIK DUBLEKS DAİRE, Sultangazi, Eski Habipler Mahallesi,5+2,0,5,5. Kat,179,1,0,KombiDoğalgaz,995000
551,ESKİHABİBLER MAH.'DE 3+1 85 M2 TOPRAKTAN SATILIK ARA KAT, Sultangazi, Eski Habipler Mahallesi,3+1,0,5,2. Kat,95,2,0,KombiDoğalgaz,750000
552,SARIYER MASHATTAN MANZARALI KELEPİR 3+1 SATILIK DAİRE, Sarıyer, Maslak Mahallesi,3+1,5-10,30,13. Kat,175,1,0,Merkezi(PayÖlçer),3750000
553,DEMİR İNŞAAT GAYRİMENKULDEN 50.YILDA SATILIK 95M2 BAHÇEKAT, Sultangazi, 50. Yıl Mahallesi,2+1,11-20,5,Bahçe Katı,95,1,0,KombiDoğalgaz,242000
554,PRATİK EMLAK TAN ESENYURT TA SATILIK 2+1 90M2 DAİRE.., Esenyurt, Çınar Mahallesi,2+1,4,6,1. Kat,105,1,0,KombiDoğalgaz,300000
555, BAHÇELİEVLER SOĞANLI MERKEZ CAMİ YANI 2+1 85M2 BAHÇE KATI, Bahçelievler, Soğanlı Mahallesi,2+1,11-20,5,Bahçe Katı,85,1,0,KombiDoğalgaz,250000
556,ŞEREF EMLAK KARLITEPE MAH.BUTİK SİTE OTOPARKLI SATILIK DAİRE, Gaziosmanpaşa, Karlıtepe Mahallesi,2+1,0,5,2. Kat,90,0,0,MerkeziDoğalgaz,585000
557,BAHÇELİEVLER YAYLA YAKINI SATILIK MASRAFSIZ 2+1 DAİRE, Bahçelievler, Siyavuşpaşa Mahallesi,2+1,20,5,Düz Giriş,80,1,0,KombiDoğalgaz,295000
558, MERKEZİ KONUMDA İÇ DEKORLU ASANSÖRLÜ 2+1 SATILIK DAİRE!, Esenyurt, Fatih Mahallesi,2+1,5-10,5,3. Kat,100,1,0,KombiDoğalgaz,329000
559,DEMİR İNŞAATTAN 2+1 LÜX YÜKSEK GİRİŞ SIFIR TAPU MASRAFI YOK!!, Sultangazi, 50. Yıl Mahallesi,2+1,0,1,Yüksek Giriş,90,1,0,KombiDoğalgaz,460000
560,ESKİ HABİBLER MAH.'DE 2+1 76M2 TOPRAKTAN SATILIK ARA KATLAR, Sultangazi, Eski Habipler Mahallesi,2+1,0,5,1. Kat,86,1,0,KombiDoğalgaz,650000
561,"ESENYURT'TA, BAHÇEŞEHİR'E YAKIN LÜKS DAİRE (VATANDAŞLIĞA UYGUN)", Esenyurt, Ardıçlı Mahallesi,2+1,0,6,2. Kat,133,2,0,Merkezi(PayÖlçer),1300000
562,GOLD EMLAK'TAN EYÜP GÜZELTEPE'DE SIFIR 1+1 SATILIK DAİRE, Eyüpsultan, Güzeltepe Mahallesi,2+1,0,3,Düz Giriş,65,1,0,KombiDoğalgaz,250000
563,YÜZYIL'dan MERKEZE YAKIN 2+1 105m2 MASRAFSIZ ARAKAT DAİRE, Üsküdar, Valide-i Atik Mahallesi,2+1,20,4,2. Kat,120,1,0,KombiDoğalgaz,600000
564,ÜMRANİYE ADEM YAVUZ'DA 2+1 72² SATILIK DAİRE, Ümraniye, Yukarı Dudullu Mahallesi,2+1,0,4,4. Kat,93,1,0,KombiDoğalgaz,620000
565,Yenişehir Koru Sitesi 3+1 Satılık, Pendik, Yenişehir Mahallesi,3+1,11-20,10,3. Kat,125,1,1,KombiDoğalgaz,480000
566,"YENİBOSNA RADAR DA, 15 YILLIK, 2+1, ARAKAT, 115 M2, LÜKS DAİRE", Bahçelievler, Yenibosna Merkez Mahallesi,2+1,11-20,4,3. Kat,115,1,0,KombiDoğalgaz,639000
567, DESTAN-518-FATİH-YEDİKULE-MERHABA DURAĞI ANA CADDEDE-2+1-105M2 , Fatih, Yedikule Mahallesi,2+1,20,5,4. Kat,105,1,0,DoğalgazSobalı,500000
568,NOFT YAPI'DAN SATILIK ÇİFT BALKONLU KOMBİLİ DAİRE FIRSATI, Esenyurt, Mehterçeşme Mahallesi,2+1,0,6,3. Kat,110,1,0,KombiDoğalgaz,499000
569,FATİH VATAN EMNİYET ARKASI SATILIK 4+2 300 M2 DAİRE, Fatih, Hırka-i Şerif Mahallesi,4+2,11-20,5,4. Kat,300,2,0,Merkezi(PayÖlçer),3250000
570,SERAP GAYRİMENKUL SEÇKİNLER İNCİ EVLERİ SATILIK 3+1 DAİRE, Gaziosmanpaşa, Barbaros Hayrettinpaşa Mahallesi,3+1,5-10,15,1. Kat,160,2,0,Merkezi(PayÖlçer),1435000
571, TANTAVİ DE DEPREM YÖNETMENLİĞİNE UYGUN GENİŞ AİLELER İÇİN İDEAL, Ümraniye, Tantavi Mahallesi,5+2,11-20,4,Çatı Dubleks,290,2,0,KombiDoğalgaz,1400000
572,YENİDOGAN SAFA da 2+1 OTOPARKLI ASANSÖRLÜ DAİRE , Sancaktepe, Safa Mahallesi,2+1,0,5,2. Kat,90,1,0,KombiDoğalgaz,480000
573,Butik site içinde iki artı bir lüx manzaralı daire, Büyükçekmece, Pınartepe Mahallesi,2+1,5-10,6,1. Kat,120,2,0,KombiDoğalgaz,750000
574, SATILIK 2+1 ÇEKMEKÖY mehmetakif MAH de , Çekmeköy, Mehmet Akif Mahallesi,2+1,5-10,4,Bahçe Katı,110,2,0,KombiDoğalgaz,300000
575, ALTINTEPE İSKAN 5 YIL GENİŞ 2+1 TERS DUBLK.KAPALI OTOPRK ANKASTR, Maltepe, Altıntepe Mahallesi,2+1,4,5,Yüksek Giriş,75,1,0,KombiDoğalgaz,625000
576, BAYRAMPAŞA YILDIRIM MAHALLESİNDE SATILIK DUBLEX DAİRE, Bayrampaşa, Yıldırım Mahallesi,4+2,4,3,Çatı Dubleks,200,2,0,KombiDoğalgaz,1400000
577," Şişli Feriköy de , Full Lüx Mobilyalı 3+1 Satılık Daire", Şişli, Feriköy Mahallesi,3+1,11-20,5,3. Kat,160,1,0,MerkeziDoğalgaz,1475000
578,AŞKIN EMLAKTAN HARAÇCIDA 4+1 135m² SATILIK DUBLEX DAİRE , Arnavutköy, Haraççı Mahallesi,4+1,5-10,5,5. Kat,145,2,0,KombiDoğalgaz,630000
579,"Beylikdüzü Satılık Daire 3+1 BÜYÜK, GENİŞ, FERAH, ARAKAT", Esenyurt, Cumhuriyet Mahallesi,3+1,11-20,7,3. Kat,175,2,0,KombiDoğalgaz,550000
580,BAKIRKÖY SAHİLE YAKIN ASANSÖRLÜ 2+1 SIFİR SATILIK DAİRE, Bakırköy, Sakızağacı Mahallesi,2+1,0,4,1. Kat,105,1,0,KombiDoğalgaz,1100000
581,BAKIRKÖY Y MAHMARMARAY İST SAHİLE PAZARA YAKIN  1+1 55m2 KOMBİLİ, Bakırköy, Yenimahalle Mahallesi,1+1,20,4,2. Kat,55,1,0,KombiDoğalgaz,420000
582,PARİTEN DEN VENEZİA DA 1+1 YÜKSEK KAT SATILIK DAİRE, Gaziosmanpaşa, Karadeniz Mahallesi,1+1,4,24,20. Kat,74,1,0,Merkezi(PayÖlçer),665000
583,EYÜP ALİBEYKÖYDE ANA CADDE ÜSTÜ DUBLEKS İSKANLI, Eyüpsultan, Esentepe Mahallesi,2+1,4,3,3. Kat,120,2,0,KombiDoğalgaz,498000
584,Remax Partnerden PİERLOTİ Yanı Düz Giriş Daire, Eyüpsultan, Merkez Mahallesi,2+1,11-20,6,Düz Giriş,100,1,0,KombiDoğalgaz,420000
585,AVRUPA EMLAK'DAN EMLAK KONUT SİTESİNDE MASRAFSIZ 2+1, Silivri, Selimpaşa Mahallesi,2+1,5-10,5,3. Kat,119,1,0,KombiDoğalgaz,520000
586,HALKALI MERKEZ KAVAKLI MAHALLESİ 2+1 DÜZ GİRİŞ KAT İSKANLI DAİRE, Küçükçekmece, Halkalı Merkez Mahallesi,2+1,5-10,5,Bahçe Katı,95,1,0,KombiDoğalgaz,335000
587,SULTANBEYLİ ADİL MAH SATILIK ÇATI DUBLEX 3+1, Sultanbeyli, Adil Mahallesi,3+1,0,4,Çatı Katı,140,2,0,KombiDoğalgaz,460000
588,SULTANBEYLİ ADİL MAH. SATILIK 2+1 85 M2 ASANSÖRLÜ KÖŞEBAŞI BİNA, Sultanbeyli, Adil Mahallesi,2+1,0,4,2. Kat,85,1,0,KombiDoğalgaz,365000
589,BEŞİKTAŞ ABBASAĞADA 2+1 MANZARALI İÇİ FULL YENİLENMİŞ DAİRE, Beşiktaş, Abbasağa Mahallesi,2+1,20,6,3. Kat,80,1,0,KombiDoğalgaz,660000
590, BEGÜMDEN KOZYATAĞI METRO DURAĞINA YAKIN 2+1 82 NET SATILIK, Kadıköy, Kozyatağı Mahallesi,2+1,0,8,4. Kat,100,1,0,KombiDoğalgaz,1325000
591,Pendik batı mah. Satılık ultra lüks ferah 2+1 daire, Pendik, Batı Mahallesi,2+1,0,6,4. Kat,100,1,0,KombiDoğalgaz,780000
592,AŞKIN EMLAKTAN SİTEDE SATILIK 2+1 80M² DAİRE, Eyüpsultan, Güzeltepe Mahallesi,2+1,5-10,8,6. Kat,90,1,1,KombiDoğalgaz,645000
593,Sahibinden  İDEALTEPEDE 50.YIL PARKINA YAKIN YÜKSEK GİRİŞ SATILIK 2+1 DAİRE, Maltepe, İdealtepe Mahallesi,2+1,0,3,Yüksek Giriş,80,2,0,KombiDoğalgaz,765000
594,İSKANLI LÜKS DEKORLU YENİ-TEMİZ 2+1 SATILIK DAİRE , Esenyurt, Necip Fazıl Kısakürek Mahallesi,2+1,4,6,1. Kat,110,1,0,KombiDoğalgaz,320000
595,NOFT YAPI'DAN SATILIK 2+1 ARA KAT DAİRE KAÇIRILMAYACAK FIRSAT !!!, Esenyurt, Güzelyurt Mahallesi,2+1,0,6,2. Kat,95,1,0,KombiDoğalgaz,297500
596, BEYLİKDÜZÜ DE  SİTE İÇİ FULL KONSEPT UYGUN FİYATLI DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,15,8. Kat,110,1,0,KombiDoğalgaz,219000
597, BEYLİKDÜZÜ MARİNAYA YAKIN 2+1 BUTİK SİTE İÇİ KULLANIMA HAZIR, Beylikdüzü, Yakuplu Mahallesi,2+1,0,7,4. Kat,110,1,0,KombiDoğalgaz,215000
598,Metrobüse 15dakika mesafede krediye uygun masrafsz arakat daire, Esenyurt, Çınar Mahallesi,2+1,5-10,4,1. Kat,90,1,0,KombiDoğalgaz,262000
599, DORELİFE SİTESİ SATILIK ARKA CEPHE 6.KAT 3+1 DAİRE HALİL GÜLER, Sancaktepe, Emek Mahallesi,3+1,4,8,6. Kat,168,2,0,Merkezi(PayÖlçer),1025000
600, THE İSTANBUL VELİEFEDNİ KONUTLARINDA SATILIK DENİZ MANZARALI 3+1, Zeytinburnu, Sümer Mahallesi,3+1,5-10,14,6. Kat,212,2,1,MerkeziDoğalgaz,3700000
601, beylikdüzü KASDAN adakent merkezde  kelepir satılık daire, Beylikdüzü, Barış Mahallesi,3+1,20,14,12. Kat,140,1,0,MerkeziDoğalgaz,680000
602,BAKIRKÖY MEYDAN'DA 160m2 3+1 MALİ MÜŞAVİR KİRACILI YATIRIMLIK, Bakırköy, Zeytinlik Mahallesi,3+1,5-10,5,1. Kat,160,2,0,KombiDoğalgaz,2250000
603,MUHTESEM SATILIK VİLLA BAHÇESEHİR KELEBEKLER VADİSİNDE 5+2, Başakşehir, Bahçeşehir 1. Kısım Mahallesi,5+2,5-10,4,Düz Giriş,320,3,0,KombiDoğalgaz,5545000
604,Sahibinden Acil Satılık 2+1 Daire Pazarlık Vardır , Bağcılar, Barbaros Mahallesi,2+1,20,5,1. Kat,80,1,0,KombiDoğalgaz,270000
605,ACİLL SATILIK MASRASFIZ HİSSELİ ARA KAT DAİRE, Bahçelievler, Zafer Mahallesi,2+1,20,5,2. Kat,95,1,0,KombiDoğalgaz,275000
606," ÇELİKTEPE MAH. METROYA 13DK, TADİLATLI, 2+1,90M2, SATILIK DAİRE", Kağıthane, Çeliktepe Mahallesi,2+1,20,4,1. Kat,90,1,0,KombiDoğalgaz,350000
607,ister yatırımlık ister oturumluk krediye uygun satılık daire, Esenyurt, Selahaddin Eyyubi Mahallesi,2+1,5-10,4,Bahçe Katı,95,1,0,KombiDoğalgaz,162000
608, ESENYURT ÜÇEVLER MAHALLESİ'NDE  3+1 GENİŞ AYDINLIK SATILIK DAİRE, Esenyurt, Üçevler Mahallesi,3+1,4,5,Bahçe Katı,140,1,0,KombiDoğalgaz,305000
609, Sahibinden Satılık Kiracılı Daire, Esenyurt, Talatpaşa Mahallesi,2+1,3,5,1. Kat,105,1,0,KatKaloriferi,515000
610,SATILIK 2+1 TAŞDELEN NEVESER KONT KOMŞU , Çekmeköy, Sultançiftliği Mahallesi,2+1,5-10,6,5. Kat,97,2,0,KombiDoğalgaz,515000
611, BEYLİKDÜZÜ YAKUPLU'DA ULAŞIMA YAKIN SIFIR SATILIK DAİRE FIRSATI, Beylikdüzü, Yakuplu Mahallesi,3+1,0,5,1. Kat,135,2,0,KombiDoğalgaz,665000
612,SİLİVRİ KİPTAŞ 1. ETAP KONUTLARINDA DENİZ MANZARALI ŞOK FİYAT, Silivri, Yeni Mahallesi,2+1,5-10,10,6. Kat,75,1,0,KombiDoğalgaz,335000
613,Sahibinden  SAHİBİNDEN UYGUN FİYATLI SIFIR 120m² DAİRE, Küçükçekmece, İnönü Mahallesi,2+1,11-20,5,4. Kat,120,1,0,KombiDoğalgaz,295000
614, 75.Yıl'Da HAKANLAR İNŞAATTAN Satılık 98m2 2+1 2.Kat Daire , Sultangazi, 75. Yıl Mahallesi,2+1,11-20,5,2. Kat,98,1,0,KombiDoğalgaz,475000
615,SATILIK DAIRE 2+1 YENI BINA SIFIR DAIRE 530  BIN 2 KAT ASANSORLU, Eyüpsultan, Çırçır Mahallesi,2+1,2,5,2. Kat,90,1,0,KombiDoğalgaz,530000
616,ŞİŞLİ DE KİRA GETİRİLİ DEPREM SONRASI FIRSAT DAİRE, Şişli, Eskişehir Mahallesi,2+1,11-20,4,2. Kat,113,1,0,KombiDoğalgaz,550000
617, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SIFIR SATILIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,0,5,Bahçe Katı,85,1,0,KombiDoğalgaz,275000
618, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SATILIK 4 YILLIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,4,5,Bahçe Katı,90,1,0,KombiDoğalgaz,280000
619,Sahibinden UĞURMUMCUNUN EN GÜZEL YERİNDE GENİŞ VE KULLANIŞLI DAİRE, Sultangazi, Uğur Mumcu Mahallesi,3+1,4,4,1. Kat,130,1,0,KombiDoğalgaz,870000
620,FIRSAT  SOĞANLIDA 2+1 SIFIR DAİRE GÖRMEDEN KARAR VERMEYİN, Bahçelievler, Soğanlı Mahallesi,2+1,0,4,1. Kat,101,1,0,KombiDoğalgaz,725000
621, Gazi Mah'de HAKANLAR İNŞAATTAN 70 M2 2+1 Satılık Daire, Sultangazi, Gazi Mahallesi,2+1,11-20,5,Düz Giriş,70,1,0,KombiDoğalgaz,220000
622," SULTANGAZİ 50,YIL MH SATILIK LÜX 90 M2 CATI KATI", Sultangazi, 50. Yıl Mahallesi,1+1,20,5,5. Kat,97,1,0,KombiDoğalgaz,254000
623,NAMIK KEMALDE İSKANLI 2+2 KAT DUBLEKSİ, Ümraniye, Namık Kemal Mahallesi,2+2,5-10,5,Çatı Dubleks,120,2,0,KombiDoğalgaz,580000
624,Soğanlı Meydanda Krediye Uygun 3+1 Daire Masrafsız, Bahçelievler, Soğanlı Mahallesi,3+1,20,6,2. Kat,130,2,0,KombiDoğalgaz,575000
625,ASİA'DAN KOZZY AVM YANI KAÇMAZ 3+1, Kadıköy, Kozyatağı Mahallesi,3+1,20,8,2. Kat,125,2,0,Merkezi(PayÖlçer),1250000
626,EYÜP EMNİYETTEPE SATILIK 2+1 DAİRE, Eyüpsultan, Emniyettepe Mahallesi,2+1,5-10,5,4. Kat,100,1,0,KombiDoğalgaz,670000
627,EYÜP EMNİYETTEPEDE SATILIK DUBLEKS DAİRE, Eyüpsultan, Emniyettepe Mahallesi,4+1,5-10,3,3. Kat,165,2,0,KombiDoğalgaz,1000000
628,Sahibinden Acil Satılık 2+1 Daire Pazarlık Vardır , Bağcılar, Barbaros Mahallesi,2+1,20,5,1. Kat,80,1,0,KombiDoğalgaz,270000
629,ACİLL SATILIK MASRASFIZ HİSSELİ ARA KAT DAİRE, Bahçelievler, Zafer Mahallesi,2+1,20,5,2. Kat,95,1,0,KombiDoğalgaz,275000
630," ÇELİKTEPE MAH. METROYA 13DK, TADİLATLI, 2+1,90M2, SATILIK DAİRE", Kağıthane, Çeliktepe Mahallesi,2+1,20,4,1. Kat,90,1,0,KombiDoğalgaz,350000
631,ister yatırımlık ister oturumluk krediye uygun satılık daire, Esenyurt, Selahaddin Eyyubi Mahallesi,2+1,5-10,4,Bahçe Katı,95,1,0,KombiDoğalgaz,162000
632, ESENYURT ÜÇEVLER MAHALLESİ'NDE  3+1 GENİŞ AYDINLIK SATILIK DAİRE, Esenyurt, Üçevler Mahallesi,3+1,4,5,Bahçe Katı,140,1,0,KombiDoğalgaz,305000
633, Sahibinden Satılık Kiracılı Daire, Esenyurt, Talatpaşa Mahallesi,2+1,3,5,1. Kat,105,1,0,KatKaloriferi,515000
634,SATILIK 2+1 TAŞDELEN NEVESER KONT KOMŞU , Çekmeköy, Sultançiftliği Mahallesi,2+1,5-10,6,5. Kat,97,2,0,KombiDoğalgaz,515000
635, BEYLİKDÜZÜ YAKUPLU'DA ULAŞIMA YAKIN SIFIR SATILIK DAİRE FIRSATI, Beylikdüzü, Yakuplu Mahallesi,3+1,0,5,1. Kat,135,2,0,KombiDoğalgaz,665000
636,SİLİVRİ KİPTAŞ 1. ETAP KONUTLARINDA DENİZ MANZARALI ŞOK FİYAT, Silivri, Yeni Mahallesi,2+1,5-10,10,6. Kat,75,1,0,KombiDoğalgaz,335000
637,Sahibinden  SAHİBİNDEN UYGUN FİYATLI SIFIR 120m² DAİRE, Küçükçekmece, İnönü Mahallesi,2+1,11-20,5,4. Kat,120,1,0,KombiDoğalgaz,295000
638, 75.Yıl'Da HAKANLAR İNŞAATTAN Satılık 98m2 2+1 2.Kat Daire , Sultangazi, 75. Yıl Mahallesi,2+1,11-20,5,2. Kat,98,1,0,KombiDoğalgaz,475000
639,SATILIK DAIRE 2+1 YENI BINA SIFIR DAIRE 530  BIN 2 KAT ASANSORLU, Eyüpsultan, Çırçır Mahallesi,2+1,2,5,2. Kat,90,1,0,KombiDoğalgaz,530000
640,ŞİŞLİ DE KİRA GETİRİLİ DEPREM SONRASI FIRSAT DAİRE, Şişli, Eskişehir Mahallesi,2+1,11-20,4,2. Kat,113,1,0,KombiDoğalgaz,550000
641, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SIFIR SATILIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,0,5,Bahçe Katı,85,1,0,KombiDoğalgaz,275000
642, BRN ÇELİK İNŞAAT'TAN 50.YIL MAH SATILIK 4 YILLIK BAHÇE KATI 2+1, Sultangazi, 50. Yıl Mahallesi,2+1,4,5,Bahçe Katı,90,1,0,KombiDoğalgaz,280000
643,Sahibinden UĞURMUMCUNUN EN GÜZEL YERİNDE GENİŞ VE KULLANIŞLI DAİRE, Sultangazi, Uğur Mumcu Mahallesi,3+1,4,4,1. Kat,130,1,0,KombiDoğalgaz,870000
644,FIRSAT  SOĞANLIDA 2+1 SIFIR DAİRE GÖRMEDEN KARAR VERMEYİN, Bahçelievler, Soğanlı Mahallesi,2+1,0,4,1. Kat,101,1,0,KombiDoğalgaz,725000
645, Gazi Mah'de HAKANLAR İNŞAATTAN 70 M2 2+1 Satılık Daire, Sultangazi, Gazi Mahallesi,2+1,11-20,5,Düz Giriş,70,1,0,KombiDoğalgaz,220000
646," SULTANGAZİ 50,YIL MH SATILIK LÜX 90 M2 CATI KATI", Sultangazi, 50. Yıl Mahallesi,1+1,20,5,5. Kat,97,1,0,KombiDoğalgaz,254000
647,NAMIK KEMALDE İSKANLI 2+2 KAT DUBLEKSİ, Ümraniye, Namık Kemal Mahallesi,2+2,5-10,5,Çatı Dubleks,120,2,0,KombiDoğalgaz,580000
648,Soğanlı Meydanda Krediye Uygun 3+1 Daire Masrafsız, Bahçelievler, Soğanlı Mahallesi,3+1,20,6,2. Kat,130,2,0,KombiDoğalgaz,575000
649,ASİA'DAN KOZZY AVM YANI KAÇMAZ 3+1, Kadıköy, Kozyatağı Mahallesi,3+1,20,8,2. Kat,125,2,0,Merkezi(PayÖlçer),1250000
650,EYÜP EMNİYETTEPE SATILIK 2+1 DAİRE, Eyüpsultan, Emniyettepe Mahallesi,2+1,5-10,5,4. Kat,100,1,0,KombiDoğalgaz,670000
651,EYÜP EMNİYETTEPEDE SATILIK DUBLEKS DAİRE, Eyüpsultan, Emniyettepe Mahallesi,4+1,5-10,3,3. Kat,165,2,0,KombiDoğalgaz,1000000
652,AŞKIN EMLAKTAN NURTEPEDE 3+1 DUBLEX, Kağıthane, Nurtepe Mahallesi,3+1,0,5,5. Kat,110,2,0,KombiDoğalgaz,750000
653,AVRUPA EMLAK'DAN SATILIK MANZARALI 3+1 DAİRE, Silivri, Selimpaşa Mahallesi,3+1,5-10,5,4. Kat,162,2,0,KombiDoğalgaz,750000
654, ÜNALAN MERKEZDE 1+1 SIFIR SATILIK DAİRE, Üsküdar, Ünalan Mahallesi,1+1,0,3,Bahçe Katı,65,1,0,KombiDoğalgaz,290000
655,söğütlüçeşmede satılık 3+1 bahçe katı, Küçükçekmece, Söğütlü Çeşme Mahallesi,3+1,5-10,4,Bahçe Katı,95,1,0,KombiDoğalgaz,240000
